id;q007;tag1;tag2;tag3
55364;Que possamos já registrar a chegada meia hora antes, sem que precise ficar em fila para esperar dar o tempo dos 15 minutos de antecedência. ;sugestao;atendimento;agilidade
55343;Atenção e cordialidade fez a diferença no atendimento desde a recepção até o técnico do Detran responsável pela demanda!;elogio;atendimento;cordialidade
55311;fazer um link mais fácil de manusear ,, pois nem todos em facilidade com esse app .;sugestao;atendimento;aplicativo
55298;Organizar a fila de acesso e ser atencioso com os grupos prioritários.;sugestao;atendimento;organizacao
55274;Limpeza, climatização e coordenação excelente ;elogio;infraestrutura;limpeza
55269;Ao pedir informação no sac da rodoviaria, a funcionária que estava aferindo temperatura foi muito grossa e rispida ao me dar informação .;reclamacao;atendimento;cordialidade
55269;Treinar os funcionários principalmente os que nos atendem primeiramente a terem mais empatia e educação. ;sugestao;atendimento;cordialidade
55267;Ótimo atendimento, espaço mais amplo, confortável e auto preciso;elogio;infraestrutura;conforto
55265;Serviço agilizado;elogio;atendimento;agilidade
55263;Manter o atendimento agendado, melhora a organização e evita tumulto ;sugestao;atendimento;organizacao
55241;atendimento excelente e agilidade.;elogio;atendimento;agilidade
55228;Muito organizado e limpo;elogio;infraestrutura;limpeza
55225;Só achei desnecessário  agendar para entrega de documentos,porque é uma coisa muito simples e só entregar.;sugestao;agendamento;agilidade
55198;Foi muito rapido;elogio;atendimento;agilidade
55170;Atendimento especial organizaçao ,limpeza tudo perfeito estão de parabéns,;elogio;infraestrutura;limpeza
55164;Atendimento mambembe. Falta humanização e profissionalismo por parte dos atendentes.  Percepção de má vontade no atendimento;reclamacao;atendimento;cordialidade
55164;Melhor preparo e capacitação dos servidores. Administração mais gerencial. Mudanças na cultural e na postura organizacional.  Postura de serviço público.;sugestao;atendimento;organizacao
55160;ATENDIMENTO MUITO RÁPIDO, PONTUAL E PRECISO. ;elogio;atendimento;pontualidade
55132;Melhorar o atendimento das atendentes, para que o mesmo não ocorra com outras pessoas.;sugestao;atendimento;cordialidade
55125;Atendimento cordial e rapido;elogio;atendimento;cordialidade
55106;Amei o atendimento e a agilidade do mesmo!;elogio;atendimento;agilidade
55085;Mantenham o atendimento somente através de agendamento por aplicativo mesmo após a pandemia do Covid-19.;sugestao;atendimento;aplicativo
55042;O atendimento e excelente, a climatização também ,está mantendo as regras de distanciamento e o atendimento é super rápido;elogio;infraestrutura;climatizacao
54997;Deixar de cobrar o estacionamento pra quem leva o carro pra passar por vistoria. Pois já se cobra as taxas inerentes ao serviço que o Detran está prestando. Logo. Trata de cobrança ao meu ver abusiva.;sugestao;atendimento;taxas cobradas
54965;quê não demore pela quantidade de tempo;sugestao;atendimento;agilidade
54946;Apresentei a CNH Digital para me identificar, mas a atendente insistiu em NAO aceitar. So aceitou depois de falar com a diretora. Faltou treinamento.;reclamacao;atendimento;cordialidade
54932;Atendimento rápido, pratico e eficiente!;elogio;atendimento;praticidade
54914;organizar as filas que são formadas do lado de fora mesmo com o agendamento há aglomeração;sugestao;atendimento;organizacao
54902;Demora na solução do caso;reclamacao;atendimento;agilidade
54813;Reduzir os valores das taxas;sugestao;atendimento;taxas cobradas
54811;Otimo atendimento no posto, boa organização e higienização, super confortável;elogio;infraestrutura;conforto
54807;Atendimento muito cordial e  eficiente;elogio;atendimento;cordialidade
54806;Boa infraestrutura , bom atendimento ;elogio;infraestrutura;satisfacao
54801;Serviço com agilidade. ;elogio;atendimento;agilidade
54789;A demora pra chamar foi mas de 1 hora após o horário agendado;reclamacao;agendamento;agilidade
54778;Funcionários capacitados e educados, ambiente limpo e climatizado.;elogio;infraestrutura;limpeza
54777;Requeri mudança de categoria e só na hora fico sabendo que a minha cidade não faz o procedimento. Isso já deveria está explicito no aplicativo.  Outro ponto é a sugestão da atendente em que eu fosse requerer o documento em outra Unidade Federativa (numa cidade vizinha), mas que para isso , teria que forjar meu endereço no município. Acredito que essa não seja uma atitude ética ou mesmo republicana! ;reclamacao;atendimento;cordialidade
54747;Mudança de localização, estacionamento gratuito e banheiros;sugestao;infraestrutura;banheiro
54725;Espero que continue sempre nessa organização de atendimento ;sugestao;atendimento;organizacao
54721;Gastei da pontualidade  dos atendimento do  agendamento. ;elogio;atendimento;pontualidade
54702;Meu procedimento foi  a renovação da cnh, a atendente poderia ter perguntado se a cnh era profissional ou não;reclamacao;atendimento;cordialidade
54685;Permitir o reagendamento com prioridade em caso de quedas de sistema.;sugestao;atendimento;satisfacao
54663;detran é extremamente desorganizado! os atendentes sao despreparados e nao tem interesse em solucionar o caso. ;reclamacao;atendimento;organizacao
54637;Valor da taxa cobrada pelo Detran é elevada, principalmente pelo fato de mudar de cidade, da mesma região metropolitana. ;reclamacao;atendimento;taxas cobradas
54630;PRECISA DE UMA REFORMA AQUELE PREDIO COLOCA UM BEBEDOURO PARA POVO FICAR COM SEDE AINDA MAIS NOSSA CIDADE E TÃO QUENTE ;reclamacao;atendimento;bebedouro
54630;MELHORAR ATENDIMENTO , ORGANIZAR O LOCAL PARECE UM CIRCO DE GENTE CIRCULANDO PRA LÁ E PRA CA ESTRUTURA PRECISA DE REFORMA UM ABIENTE DIGNO PARA FUNCIONARIOS E CLIENTES ;sugestao;atendimento;organizacao
54616;Boa noite!Fui muito bem atendido na rede sac de Amargosa,um ambiente totalmente confortável,amplo e muito organizado.Um atendimento rápido e organizado!;elogio;infraestrutura;conforto
54602;Muito boa localização, infraestrutura excelente ;elogio;infraestrutura;satisfacao
54585;Prioridade 80+ ;sugestao;atendimento;satisfacao
54544;Os atendentes do balção poderiam ser mais cortezes com os clientes;reclamacao;atendimento;cordialidade
54535;Ficar uma taxa para o usuário do SAC e do metrô. ;sugestao;atendimento;taxas cobradas
54492;Limpeza e distanciamento social.;elogio;infraestrutura;limpeza
54482;Desorganização para acesso ao atendimento no primeiro horario. Se agendei não preciso pegar fila enorme e no sol quente, basta compravar que estou com o agendamento, e não é isso que ocorre. Isso ocorre nos primeiros horarios.;reclamacao;atendimento;organizacao
54482;acabar com as filas desnecessarias. Se chega um funcionario mais cedo que esclarece as duvidas antes abrir para o publico esse mesmo funcionario deveria ja fazer a triagem dosa agendamentos e não mandar qum agendou ir poara uma fila enorme e dopis fica o coitado gritando e chmando s pessoas que estao agendados para aquele horario. ;sugestao;agendamento;agilidade
54447;Estou satisfeito com a agilidade do serviço e com o atendimento dos funcionários.;elogio;atendimento;agilidade
54425;Só demora pra entregar os documentos ;reclamacao;atendimento;agilidade
54404;Diminuir o tempo de espera, não fui atendida no horário pré agendado.;sugestao;atendimento;agilidade
54386;Falta de organização da fila na área externa ;reclamacao;atendimento;organizacao
54366;otimo atendimento na recepção e agilidade no atendimento.;elogio;atendimento;agilidade
54366;não gostei das atendentes do detran no momento de pegar a documentação. São sem paciência e ríspidas.;reclamacao;atendimento;cordialidade
54359;Fui bem atendido de acordo com as normas da pandemia. o ambiente bem climátizado e limpo e seguindo bem as normas e o atendimento maravilhoso;elogio;infraestrutura;limpeza
54336;Ótima organizacao nós agendamentos ;elogio;agendamento;organizacao
54332;Um bom atendimento, funcionarios bem educados, agilidade no processo.;elogio;atendimento;agilidade
54332;Apesar de ter tido um bom atendimento, demorou em relação ao procedimento (sistema) de ativar senha, pois ativei a senha e demorei de ser chamada, tiver que ativar a senha uma segunda vez. Só esse quesito mesmo que tem que ser melhorado.;reclamacao;atendimento;agilidade
54276;Atendimento da recepção e a demora para ser atendido para quem tinha hora marcada;reclamacao;atendimento;agilidade
54145;Agillidade, facilita bastante.;elogio;atendimento;agilidade
54104;Ampliar mais o horário;sugestao;atendimento;satisfacao
54102;Minha reclamação é unicamente com a plataformas SEI/SAC. nos deixa confuso e demora pra etender o processo e acesso. ;reclamacao;atendimento;agilidade
54060;Treinamento com os colaboradores.;sugestao;atendimento;cordialidade
54013;Atendimento rapido. Evidente a preocupação e cuidado com medidas sanitarias e seguranca dos usuarios;elogio;atendimento;agilidade
54013;organizar melhor a fila na entrada, em função do covid as pessoas se acumulam na entrada e nao fica claro onde é o fim da fila;sugestao;atendimento;organizacao
53984;Apenas em relação a clinica que realiza o exame, fica num local distante sem conforto e sem segurança;sugestao;infraestrutura;conforto
53977;Taxa de serviço muito alta ;reclamacao;atendimento;taxas cobradas
53952;Melhorar a atenção ao consumidor e repassar o treinamento a alguns atendentes;sugestao;atendimento;cordialidade
53951;Agilidade no atendimento é bom atendimentos do órgão ;elogio;atendimento;agilidade
53951;O atendimento na recepção é um pouco hostil. Se vc tenta tirar uma dúvida são grosseiros;reclamacao;atendimento;cordialidade
53913;o atendimento foi bom e com muita agilidade.;elogio;atendimento;agilidade
53878;A atendente que me presenteou o serviso pareca insatisfeita;reclamacao;atendimento;cordialidade
53872;Ótimo atendimento comprimento de horário bom e por tamos passando uma grande inpidemia os meios de segurança e proteção  a todos muito confortável parabéns ;elogio;infraestrutura;conforto
53869;Ótimo atendimento e pontualidade. ;elogio;atendimento;pontualidade
53854;Local de recepção poderia ser em ambiente fechado e climatizado;reclamacao;infraestrutura;climatizacao
53854;Colocar todas as etapas do atendimento em um.ambiente climatizado;sugestao;infraestrutura;climatizacao
53819;No SAC itinerante, é importante cuidar da qualidade na sala de espera, pois não tem o mesmo nível de  conforto das unidades fixas. Faltaram cadeiras e locais com sombra necessária. Além disso, falta proatividade das pessoas da recepção para abordar e até ser às pessoas presentes.;reclamacao;infraestrutura;conforto
53792;ótimo atendimento  , excelente  estrutura e pontualidade no atendimento. ;elogio;atendimento;pontualidade
53780;Melhorar o tempo de espera, um pouco mais de agilidade.;sugestao;atendimento;agilidade
53765;O ambiente é muito bom. Confortável. Bem legal mesmo.;elogio;infraestrutura;conforto
53754;O SAC de Camaçari está de parabéns. Da infraestrutura ao atendimento considero impecáveis ! ;elogio;infraestrutura;satisfacao
53679;Sistema com conforto e comonidade, organizado.;elogio;infraestrutura;conforto
53641;Excelente infraestrutura.;elogio;infraestrutura;satisfacao
53605;Infraestrutura muito boa.;elogio;infraestrutura;satisfacao
53605;O atendente conversava paralelamente com uma outra atendente sobre questões particulares deles, enquanto me atendia. ;reclamacao;atendimento;cordialidade
53588;Atendimento muito ágil e cordial!;elogio;atendimento;cordialidade
53587;Gostei muito do atendimento e agilidade ;elogio;atendimento;agilidade
53568;Demora de 1 h para realizar a retirada da CNH, por falta de funcionários para atender. Alguns funcionários saíram para almoço, mas no horário agendado tinham muitas pessoas.;reclamacao;agendamento;agilidade
53521;Deveria ter uma comunicação melhor entre o sac de gital e o próprio órgão do sac pra melhorar o app e atualizar o que for nessesario  ;sugestao;atendimento;aplicativo
53494;Demora na entrega ;reclamacao;atendimento;agilidade
53494;Demora na entrega ;reclamacao;atendimento;agilidade
53471;Achei somente o prazo de entrega muito demorado, poderia ser algo mais prático né eficaz. Mais o demais, bem legal ! Parabéns !;reclamacao;atendimento;agilidade
53465;Rapido atendimento;elogio;atendimento;agilidade
53465;Rapido atendimento;elogio;atendimento;agilidade
53382;O responsável pela organização da fila TRATA AS PESSOAS COMO ANIMAIS  AOS BERROS E OFENSAS;reclamacao;atendimento;organizacao
53323;Mais assentos embora a pandemia. Porém tem espaços ;sugestao;infraestrutura;conforto
53264;ATENDIMENTO SE FOI RAPIDO NO HORARIO;elogio;atendimento;agilidade
53243;A moça que fica no banco muito mal educada , também as outras que fica no setor da habilitação da informações de mal humor . horrível o atendimento  ;reclamacao;atendimento;cordialidade
53201;Lugar bem higienizado;elogio;infraestrutura;limpeza
53182;Muito bom atendimento pontual e rápido ;elogio;atendimento;pontualidade
53180;Demora pra entregar o documento ;reclamacao;atendimento;agilidade
53179;O local tem uma infraestrutura sensacional;elogio;infraestrutura;satisfacao
53179;Os atendentes da recepção (os mais jovens) são pessimos.;reclamacao;atendimento;cordialidade
53113;Vocês poderiam ver um meio de encaixar pessoas que perde a vaga no horário que marcou pra um horário mais tarde, e também poderia deixar o aplicativo mais de usar pois tem muitas pessoas que tem dificuldade ao acesar esse meio virtual;sugestao;atendimento;aplicativo
53079;Taxas e valores elevados para uma renovação de habilitação.;reclamacao;atendimento;taxas cobradas
53005;Ambiente limpo e organizado;elogio;infraestrutura;limpeza
53005;Ambiente limpo e organizado;elogio;infraestrutura;limpeza
52984;Gostaria de parabenizá-los pelo serviço , mais praticidade e agilidade no serviço que era tão desgastante;elogio;atendimento;agilidade
52973;O aplicativo ficou longo tempo sem funcionar, fiz o agendamento pelo site;reclamacao;agendamento;aplicativo
52953;Poucos atendentes ;reclamacao;atendimento;cordialidade
52918;Após a pandemia, por favor, mantenham o agendamento, pelo menos para os serviços mais demorados e os serviços que precisavam de senha, como RG e CNH;sugestao;agendamento;agilidade
52809;Uma equipe cordial no âmbito do atendimento;elogio;atendimento;cordialidade
52802;O atendimento foi rapido! Muito bom..;elogio;atendimento;agilidade
52765;muito agil 0 atendimento;elogio;atendimento;agilidade
52750;PODE MELHORAR MUITO AINDA MAIS EM QUSTAO DE ATENDIMENTO PASSAR INFORMACOES MELHOR.;sugestao;atendimento;satisfacao
52722;Funcionários mal humorados por todos os setores ;reclamacao;atendimento;cordialidade
52623;As cadeiras do local são desconfortáveis e falta alcool em gel nos recipientes ;reclamacao;infraestrutura;conforto
52575;Demora para receber o documento;reclamacao;atendimento;agilidade
52563;Demora no atendimento, mesmo com hora marcada.;reclamacao;atendimento;agilidade
52563;Atendente deveria ser mais educada e dar as informações melhor.;sugestao;atendimento;cordialidade
52544;ATENDENTES PERDIDAS;reclamacao;atendimento;cordialidade
52512;Bebedouro de água ;sugestao;infraestrutura;bebedouro
52506;Ótimo atendimento, limpeza no local.;elogio;infraestrutura;limpeza
52506;Seria bom ter o whatsapp para facilitar a comunicação ;sugestao;atendimento;aplicativo
52502;Gostei da agilidade do atendente e o tempo de espera do local.;elogio;atendimento;agilidade
52449;A demora de entrega;reclamacao;atendimento;agilidade
52400;Organização na entrada ;sugestao;atendimento;organizacao
52396;Atendendo do saf muito mal humorada.;reclamacao;atendimento;cordialidade
52389;Esta de parabéns os funcionários da unidade de SAC de Brumado-Ba pela educação e  agilidade em  nos serviços executado por ele. Muito obrigado.;elogio;atendimento;agilidade
52382;Parabéns pela organização e agilidade no atendimento. ;elogio;atendimento;agilidade
52322;Atendimento e pontualidade excelentes;elogio;atendimento;pontualidade
52322;Demora para achar um horário e falta de informações;reclamacao;atendimento;agilidade
52322;Acho que com a pandemia, deveriam ter um atendimento mais agilizado. Pois ocorre que o atendimento demora acima do prazo e começa a chegar mais pessoas para ser atendido.;sugestao;atendimento;agilidade
52304;Não gostei muito da atendente d;reclamacao;atendimento;cordialidade
52269;Ótimo atendimento, pontualidade no horário;elogio;atendimento;pontualidade
52254;SÓ A ESTRUTURA DO BANHEIRO QUE PODERIA MELHORAR, NÃO FALO DE LIMPEZA MAS SIM DE CONSERVAÇÃO DO LOCAL;reclamacao;infraestrutura;satisfacao
52230;Agilidade presencial;elogio;atendimento;agilidade
52210;oferecer melhor conforto;reclamacao;infraestrutura;conforto
52210;colocar banheiros, so conseguir dentro do supermercado,foi muito desconfortavel.;sugestao;infraestrutura;banheiro
52203;Falta de boa vontade de quem mim atendeu quanto a dúvida e informações que solicitei olhar de desprezo quanto ao ser humano(,recpeção) humildade e falta de empatia da atendente. Porém quem estava ao lado foi prestativo. Existe pessoas e pessoas!;reclamacao;atendimento;cordialidade
52203;Treinar melhor a recepção a tratar todos por igual roupa nem aparência define quem somos.;sugestao;atendimento;cordialidade
52164;Bom atendimento e infraestrutura;elogio;infraestrutura;satisfacao
52142;Quando  uma pessoa  for acompanhada ter umas cadeiras  para sentar  lá fora , em quarto aguarda a outra  pessoa  que está  sendo  atendido. Para ñ  fica o tempo  todo  em pé  porque  as vezes  demora  um pouco. ;sugestao;infraestrutura;conforto
52128;Um agendamento pelo Whatsapp  para facilitar mas ainda.;sugestao;atendimento;aplicativo
52096;Atendimento pratico e eficiente;elogio;atendimento;praticidade
52096;Organizem melhor o acesso ao interior do SAC Barreiras.  Fica um tumulto no corredor da galeria em que a agência é instalada.;sugestao;atendimento;organizacao
52088;O TEMPO DE ESPERA DE UM SETOR PRO OUTRO É DEMORADO;reclamacao;atendimento;agilidade
52081;Os condicionadores de ar podem ser dispostos em posições diferentes, porque acabam esfriando muito um local da recepção, enquanto não chega a outros locais.;sugestao;infraestrutura;climatizacao
52062;Escolhi fazer a retirada no SAC do Bela vista pois o local é limpo, organizado, confortável de se aguardar e com bom atendimento;elogio;infraestrutura;conforto
52062;O tempo de espera da solicitação do documento até a entrega foi um pouco demorado pois solicitei apenas a reimpressão de um documento já existente.;reclamacao;atendimento;agilidade
52034;Melhorar triagem antes da entrada para otimizar organização e não prejudicar/atrasar os já agendados;sugestao;atendimento;organizacao
52002;O atendente ficava brincando com os outros colegas e não tinha atenção ao que estava fazendo. Foi necessario minha intervenção para achar meu documento.;reclamacao;atendimento;cordialidade
51967;Confusão e falta de informação na organização da fila de espera do lado de fora do estabelecimento;reclamacao;atendimento;organizacao
51965;abrir agendamento para mais de 1 serviço pois é muito longe para voltar outro dia. Se coloca no lugar do cidadão por favor.;sugestao;agendamento;agilidade
51952;É muito bom ter acesso a um local confortável e com excelente atendimento. Eu que sou um pessoa simples me sinto muito mais cidadão. Obrigado;elogio;infraestrutura;conforto
51950;Mesmo em meio a pandemia a demora para ser atendido é de mais;reclamacao;atendimento;agilidade
51919;A estrutura e conforto do local de atendimento muito bons. A localização do órgão público muito boa, com amplo estacionamento. Atendimento qualificado e profissionais capacitados e educados.;elogio;infraestrutura;conforto
51919;Desconforto na área de espera externa do órgão.;reclamacao;infraestrutura;conforto
51919;Melhorar a organização das filas externas, na área de espera, antes da recepção.;sugestao;atendimento;organizacao
51913;separar as filas idosos antes de entra muito embolado , e muito segurança pra que seja perfeito o acesso .;sugestao;infraestrutura;seguranca
51904;predio do comercio muito velho e sujo;reclamacao;infraestrutura;limpeza
51903;A atendente do setor distraída em conversas whatsap e paralela chamou a senha e logo em seguida cancelou deixando minha vez congelada de atendimento.;reclamacao;atendimento;cordialidade
51889;Algumas atendentes são ignorantes ;reclamacao;atendimento;cordialidade
51889;Sac móvel deveria vir para Conceição do Jacuípe Bahia,  pois muitas pessoas vão buscar atendimento em Feira de Santana pois aqui demora muito para entregar os documentos ;sugestao;atendimento;agilidade
51876;Melhorem o aplicativo urgente;sugestao;atendimento;aplicativo
51867;Atendentes não muito solicitas;reclamacao;atendimento;cordialidade
51859;O banheiro deveria ser dentro do próprio sac e não lá fora;sugestao;infraestrutura;banheiro
51832;Ambiente confortável ;elogio;infraestrutura;conforto
51832;Ambiente confortável ;elogio;infraestrutura;conforto
51832;Atendente sem maneiras de falar, posicionamento inadequado e vocabulário impróprio e sem noção. ;reclamacao;atendimento;cordialidade
51755;Treinar os funcionários,pois alguns deles são indiferentes ao problema que estamos tentando resolver!;sugestao;atendimento;cordialidade
51720;Ampliar o posto de atendimento da minha cidade entre rios e capacitar pessoas como as quais fui atendida em Alagoinhas. Obrigado ;sugestao;atendimento;satisfacao
51694;Melhoras só mais o aplicativo de agendamento ;sugestao;atendimento;aplicativo
51685;Demora demais pra chamar ;reclamacao;atendimento;agilidade
51648;Boa pontualidade;elogio;atendimento;pontualidade
51618;Não tem bebedouros no sac.  Se seu atendimento for demorado você morri de sedi. ;reclamacao;atendimento;agilidade
51618;Colocar bebedouros no sac do comércio. ;sugestao;infraestrutura;bebedouro
51559;GOSTEI MUITO DO ATENDIMENTO DA UNIDADE, POIS NÃO PRECISAMOS FICAR HORAS EM FILA ESPERANDO ATENDIMENTO E ATE MESMO NO ATO DO ATENDIMENTO O PROCEDIMENTO É BEM AGIL.;elogio;atendimento;agilidade
51443;AMBIENTE LIMPO.;elogio;infraestrutura;limpeza
51443;Ambiente limpo.;elogio;infraestrutura;limpeza
51443;ambiente limpo.;elogio;infraestrutura;limpeza
51443;Ambiente limpo.;elogio;infraestrutura;limpeza
51443;Ambiente limpo.;elogio;infraestrutura;limpeza
51443;Ambiente limpo.;elogio;infraestrutura;limpeza
51427;Agilidade, organização e muito atenciosos;elogio;atendimento;agilidade
51379;Demora menos no atendimento;sugestao;atendimento;agilidade
51374;A atendente que entrega os documento não da atenção que nós deveríamos receber ;reclamacao;atendimento;cordialidade
51368;Ambiente agradável,limpo cadeiras de espera confortáveis;elogio;infraestrutura;conforto
51356;Limpeza muito ecelete ;elogio;infraestrutura;limpeza
51356;Demora no servidor ;reclamacao;atendimento;agilidade
51356;Capacita treinamento pó servidor ;sugestao;atendimento;cordialidade
51350;Gostei infraestrutura do SAC;elogio;infraestrutura;satisfacao
51350;A postura da atendente da PF não foi boa.;reclamacao;atendimento;cordialidade
51331;Demora para atendimento, fiquei mais de 1h para ser atendido tanto na renovação da CNH, quanto na retirada do documento.;reclamacao;atendimento;agilidade
51270;as taxas cobradas sao de valor orbitantes para a maioria dos usuarios dos serviços.;reclamacao;atendimento;taxas cobradas
51236;A pontualidade foi excelente.;elogio;atendimento;pontualidade
51201;A clínica do exame médico não enviou o resultado dos exames e a entrega do documento ficou demorada demais.;reclamacao;atendimento;agilidade
51171;O aplicativo é meio confuso para o agendamento ;reclamacao;agendamento;aplicativo
51151;Parabenizo a agilidade do processo ;elogio;atendimento;agilidade
51141;Postura da atendente do órgão. ;reclamacao;atendimento;cordialidade
51141;Treinamento de pessoal. Embora não sejam concursados, os funcionários prestam serviço público.;sugestao;atendimento;cordialidade
51096;Falta de um bebedouro. ;reclamacao;atendimento;bebedouro
51090;esta muito melhor, tendo que marca o processo é bem rápido e mais confortável  ;elogio;infraestrutura;conforto
51057;Muito limpo ;elogio;infraestrutura;limpeza
51021;Melhorar o aplicativo pra agendamento ;sugestao;agendamento;aplicativo
50993;Aplicativo  sempre consta indisponível  para agendamento ;reclamacao;agendamento;aplicativo
50993;Melhoria no aplicativo para agendamento ;sugestao;agendamento;aplicativo
50961;Organizar mais;sugestao;atendimento;organizacao
50953;Ambiente climatizado, os atendentes e pessoal da limpeza  estão de parabéns e;elogio;infraestrutura;limpeza
50886;Pontualidade.;elogio;atendimento;pontualidade
50774;Gostei da pontualidde no atendimento!;elogio;atendimento;pontualidade
50767;erros que dar ao agendar no aplicativo.;reclamacao;agendamento;aplicativo
50767;agendar somente serviços demorados, entrega de documentos pode ser sem agendamento.;sugestao;agendamento;agilidade
50704;Serviço prestado com qualidade e agilidade (na medida do possível tendo em vista o contexto da pandemia do COVID 19). Muito satisfeita com o atendimento.;elogio;atendimento;agilidade
50672;Tem que agendar a retirada do RG demorar mas do que o esperando;reclamacao;agendamento;agilidade
50662;demora para ser atendido;reclamacao;atendimento;agilidade
50662;Demora para ser atendido;reclamacao;atendimento;agilidade
50662;Demora para ser atendido;reclamacao;atendimento;agilidade
50662;demora para ser atendido;reclamacao;atendimento;agilidade
50623;\agora depois do covid ficou burocrático demora muito em retorno ;reclamacao;atendimento;agilidade
50556;Os funcionários são bem úteis,espaço bem limpo;elogio;infraestrutura;limpeza
50549;Rapidez, cortesia e pontualidade;elogio;atendimento;pontualidade
50534;Vi pessoas que chegam da zona rural e não sabem do agendamento ou não sabe como fazer o agendamento. Deveria da prioridade a essas pessoas. É muito triste vê o olhar de desolação deles.;sugestao;atendimento;satisfacao
50503;INCLUSÃO DE UM BEBEDOURO NO LOCAL.;sugestao;infraestrutura;bebedouro
50489;treinamento ao func. de atendimento, inclusive para quando houver erros em sistemas.;sugestao;atendimento;cordialidade
50473;Postura de alguns atendentes, sem empatia e arrogante;reclamacao;atendimento;cordialidade
50473;Verificar se é pertinente o funcionamento do posto de pau da lima, o memso não possui ventilação suficiente onde está localizado, sendo local de grande possibilidade de contagio por covid;sugestao;infraestrutura;climatizacao
50447;Atendente com cara de bicho, parecendo que o marido dormiu de calça e ela acordou do lado errado da cama. Esperou o gerente se afastar pra vim me falar sobre agendamento sendo que o gerente já tinha solicitado a senha pra mim. Por erro de comunicação entre DETRAN e SAC. Sugiro que já que estão dividindo o mesmo espaço que se comuniquem. A final me mandaram ir lá sem precisar marcar agendamento prévio. Fui apenas retirar um documento que estava atrasado.;reclamacao;atendimento;cordialidade
50415;Gostei do espaço, amplo, com bastante ventilação e bem limpinho.;elogio;infraestrutura;limpeza
50381;Parabéns pelo atendimento ágil e ambiente confortável!;elogio;infraestrutura;conforto
50366;Muito Rapido;elogio;atendimento;agilidade
50366;Muito rapido;elogio;atendimento;agilidade
50366;MUITO RAPIDO;elogio;atendimento;agilidade
50345;Ampliar o espaço;sugestao;infraestrutura;satisfacao
50345;Ampliar o espaço;sugestao;infraestrutura;satisfacao
50330;Pontual.eficiente.bom atendimento;elogio;atendimento;pontualidade
50295;Local de fácil acesso, com estacionamento amplo e atendimento cordial;elogio;atendimento;cordialidade
50252;Observação nos horários de agendamento por conta da demora de atender;sugestao;agendamento;agilidade
50218;A limpeza do ambiente excelente ;elogio;infraestrutura;limpeza
50218;Atendentes tanto do Sac como dos órgãos, não atendem as pessoas com cordialidade e educacao;reclamacao;atendimento;cordialidade
50201;OS ATENDENTES TEM QUE PRESTAR INFORMAÇÕES MAIS CLARAS E COMPLETAS;reclamacao;atendimento;cordialidade
50194;Agilidade no atendimento ;elogio;atendimento;agilidade
50163;Os atendentes muito educados. Parabéns!;elogio;atendimento;cordialidade
50153;Demorou  bastante após o horário marcado ;reclamacao;atendimento;agilidade
50123;PÉSSIMO atendimento, demorado, sem higiene e sem cumprimento de protocolo de saúde pra covid 19, falta de habilidade dos colaborafores para tratar uma criança (meu filho), indo fazer uma RG;reclamacao;atendimento;agilidade
50121;Atendente que colhe as imagens fotografia, muito fechada mau humorada,podia melhorar um pouquinho a recepção independente de está com alguns problemas pessoais não devemos transmitir para o público,porém não é reclamação e sim sugestão,creio que ninguém é obrigado a sorrir pra ninguém.;sugestao;atendimento;cordialidade
50089;Centralizar os agendamentos na recepção pelo tel ou p lo app;sugestao;atendimento;aplicativo
50043;Souberam indicar um local rapido para tirar a foto 3x4 ;elogio;atendimento;agilidade
50014;Atendimento maravilhoso de todos os funcionários, muito educados e prestativos. Quero também parabenizar a gerente do SAC Guanambi pela competência, dedicaçao, humildade e a disposição no qual ela tem de querer ajudar o cidadão. ;elogio;atendimento;cordialidade
50003;Com esse novo  modo de atendimento por agendamento ficou muito  melhor, não  sei se depois da pandemia  vai voltar ao normal  ou vai ficar  assim. ;sugestao;agendamento;satisfacao
49977;BANHEIRO MAL LIMPO, FALTA DE AGUA NOS BEBEDORES SÃO  FREGUENTES, AS RECEPCIONITAS DE OUTROS SETOR MAL HUMORADOS IMPACIENTES.;reclamacao;atendimento;cordialidade
49886;Alguns funcionários educados e prestativos.;elogio;atendimento;cordialidade
49886;Alguns funcionários soberbos ( grossos);reclamacao;atendimento;cordialidade
49876;Organização de horários mais eficiente;sugestao;atendimento;organizacao
49872;Ampliar o Canal, para mais de um agendamento;sugestao;agendamento;satisfacao
49870;Estrutura, limpeza, organização e atendimento da recepção muito bom;elogio;infraestrutura;limpeza
49870;O processo de foto, principalmente no tocante ao detran, está muito demorado. Na minha situação já havia resolvido todos os impasses para renovação de habilitação e após isso fiquei esperando aproximadamente 2 horas e meia para tirar a foto.;reclamacao;atendimento;agilidade
49870;melhoria no processo de fotografia de documentações, e atuar de acordo com o agendamento, pois agendei para um horário e ainda assim tive que aguardar ser chamado no painel para atendimento;sugestao;agendamento;satisfacao
49857;Ambiente super confortável ;elogio;infraestrutura;conforto
49775;Acrescentar a forma de pagamento no aplicativo do sac ;sugestao;atendimento;aplicativo
49763;Uma ótima opção tudo em um só lugar, salas de espera e atendimento confortáveis;elogio;infraestrutura;conforto
49735;Otimo atendimento, rapido e eficaz;elogio;atendimento;agilidade
49734;maior rapidez ao agendar para atendimento mais próximo da necessidade ;sugestao;atendimento;agilidade
49729;Para solicitar a segunda via do RG, demorou muito, passei quase  duas (2) horas no SAC. ;reclamacao;atendimento;agilidade
